0,idx
အလားတူ အန်နိုင်တိဖိုက် မက်စ် တွေ ကို လည်း စိုစွတ် စုတ်ပြဲ နေ ပါ က အသစ် လဲ သင့် ပါ တယ်,idx_new_health_114
အဝတ် မက်စ် တွေ ကို အလွှာ သုံး ထပ် ပါ တဲ့ အမျိုးအစား ကို သာ ရွေးချယ် ဝယ်ယူ ပြီး မျက်နှာ နှင့် အံဝင်ခွင်ကျ ဖြစ် နေ ဖို့ အရေးကြီး ပါ တယ်,idx_new_health_115
အသက် အရွယ် ကြီး သူ တွေ မှာ တော့ ဒီ ကိုယ်ခံအား စနစ် နှစ် ခု လုံး အားနည်း သွား ပြီး ရောဂါ ကို တိုက် နိုင်စွမ်း လျော့နည်း သွား ပါ တယ်,idx_new_health_116
အသက်ရှူ ကျပ် ခြင်း မော ခြင်း မှိန်း ခြင်း တို့ ဖြစ် ပေါ် လာ ပြီ ဆိုတာ နဲ့ ဆေးရုံ အမြန် ပြ ပါ,idx_new_health_117
အိပ် လိုက် တဲ့ အချိန် မှာ ချောင်းဆိုး ပြီး တော့ နှာ တွေ စေး လာ ရင် နှာခေါင်း မှာ ဖြစ် တဲ့ အကြောင်းအရင်း ကြောင့် ချောင်းဆိုး တာ ဖြစ် နိုင် ပါ တယ်,idx_new_health_118
ကပ်ရောဂါ ကာလ မှာ လူ ကျန်းမာ ဖို့ လိုအပ် သလို စိတ် ကျန်းမာရေး ကောင်း အောင် နေ ဖို့ လည်း သတိပြု သင့် ပါ တယ်,idx_new_health_119
ကပ်ရောဂါ ဆိုး အန္တရာယ် မှ ကင်းဝေး ပြီး ချစ်စရာ ကောင်း တဲ့ သားသား မီးမီး လေး တွေ ကျန်းမာ စွာ မွေးဖွား နိုင် ကြ ပါစေ နော်,idx_new_health_120
ကပ်ရောဂါ ဘေး မှ ကင်းဝေး ပြီး စိတ်ချမ်းသာ ကိုယ် ကျန်းမာ ရှိ ကြ ပါစေ,idx_new_health_121
ကလေး ချောင်းဆိုး နှာချေ တဲ့ အခါ တံတောင်ကွေး ဖြင့် အုပ် သို့မဟုတ် တစ်သျှူး ဖြင့် အုပ် စေ ဖို့ သင်ကြား ပေး ပါ,idx_new_health_122
ကလေး တွေ ကို လည်း လက်ဆေး ဖို့ အတွက် ကူညီ ပေး ပါ,idx_new_health_123
ကလေး နဲ့ တတ် နိုင် သလောက် မ ထိ မ တွေ့ မိ အောင် နေ ပေး ပါ,idx_new_health_124
ကလေး များ တွင် တွေ့ ရ သော ကိုရိုနာ ဗိုင်းရပ်စ် နှင့် ဆက်စပ်မှု ရှိနိုင် တဲ့ ရောဂါ လက္ခဏာ များ အကြောင်း ကို ယူတေ နိုင်ငံ မှ ဆရာဝန် တစ် ဦး တင်ပြ,idx_new_health_125
ကလေး ရဲ့ အရုပ် များ နှင့် အသုံးအဆောင် ပစ္စည်း များ ကို သန့်စင် အောင် ဆေးကြော ခြင်း ပိုးသတ်ဆေး ဖျန်း ခြင်း တို့ ပြုလုပ် သင့် ပါ တယ်,idx_new_health_126
ကာကွယ် နိုင် မယ့် ကြာချိန် တို လေ လေ ဗိုင်းရပ်စ်ကူးစက်နှုန်း ကို တားဆီး နိုင်စွမ်း နည်း လေ လေ ပါ ပဲ,idx_new_health_127
ကာကွယ်ဆေး မ ထိုး ဘဲ ကိုရိုနာ ဗိုင်းရပ်စ် ပြန့်ပွားမှု ကို လုံးလုံး ကြီး တားဆီး လို့ မ ရ ပါ ဘူး,idx_new_health_128
ကိုယ် နေ့ တိုင်း ကိုင်တွယ် ထိ တွေ့ နေ တာ တွေ ကို ဆေးကြောပိုး သတ် ပါ,idx_new_health_129
ကိုယ်ခံအား ကောင်း အောင် လုပ် ရ မယ် အာဟာရ ပြည့် အောင် စား ရ မယ်,idx_new_health_130
ကိုယ်တိုင် နေ မကောင်း ပါ က တခြား သူ များ ကို မ ကူးစက် စေရန် အိမ် မှာ ပဲ နေ ပါ,idx_new_health_131
ကိုယ့် မျက်နှာ နှင့် အံဝင်ခွင်ကျ မဖြစ် ဘဲ ကြီး နေ သော မက်စ် တွေ ကို လည်း အသုံးမပြု သင့် ပါ ဘူး,idx_new_health_132
ကိုယ့် မှာ ရှိ နေ တဲ့ ရောဂါ အခံ တွေ ကြောင့် ပျောက်ကင်း ဖို့ ကြာ နိုင်,idx_new_health_133
ကိုရိုနာ ကဲ့သို့ အသက်ရှူ လမ်းကြောင်း ရောဂါ တွေ က ကာကွယ် ဖို့ ဆေးလိပ် ဖြတ် ပါ,idx_new_health_134
ကိုရိုနာ ဗိုင်းရပ် က ကာကွယ် ဖို့ ဒီ အချိန် မှာ တော့ ဝေး လေ ကောင်း လေ ပါ ပဲ,idx_new_health_135
ကိုရိုနာ ဗိုင်းရပ်စ် ကို ကာကွယ် ဖို့ အသိပညာပေးချက် တိုင်း မှာ အဓိက ပါ တာ က တော့ လက်ဆေး ဖို့ နဲ့ တစ်ကိုယ်ရည် သန့်ရှင်းရေး ကို ဂရုစိုက် ကြ ဖို့ ပါ ဘဲ,idx_new_health_136
ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက် နိုင် တဲ့ အဓိက နည်းလမ်း သုံး မျိုး ရှိ ပါ တယ်,idx_new_health_137
ကိုရိုနာ ဗိုင်းရပ်စ် ပိုး ကို ပျောက်ကင်း အောင် တိုက်ခိုက် ရ တဲ့ ရောဂါ ခရီး လမ်း က မ လွယ်ကူ လှ ပါ ဘူး,idx_new_health_138
ကူးစက် ရောဂါ တွေ ကို ထိရောက် စွာ ကာကွယ် နိုင် မယ့် နည်းလမ်း ကောင်း တွေ ထဲက နောက်ဆုံး တစ်ခု က တော့ ကာကွယ်ဆေး ထိုးနှံ တာ ပဲ ဖြစ် ပါ တယ်,idx_new_health_139
ကူးစက် ရောဂါ အများစု ဖြစ်ပွား စေ တဲ့ အလွယ်ကူဆုံး နည်းလမ်း က တော့ ရောဂါ ရှိ တဲ့ လူ သို့မဟုတ် တိရစ္ဆာန် တွေ နဲ့ ထိ တွေ့ မိ ခြင်း ပါ ပဲ,idx_new_health_140
ကောင်းကောင်း အနားယူ ပါ,idx_new_health_141
ကြိုတင် ကာကွယ် ခြင်း ဟာ ကုသ ခြင်း ထက် ပို ကောင်း တယ် ဆို တဲ့ အတိုင်း ကာကွယ်ဆေး ရှိ တဲ့ ကူးစက် ရောဂါ တွေ ကို ဆေးထိုး ထား ခြင်း ဖြင့် ကာကွယ် ပါ,idx_new_health_142
ခန္ဓာကိုယ် ထဲ ကို ဗိုင်းရပ်စ် မ ဝင် နိုင် အောင် လက်ဆေး ပါ လက် နဲ့ မျက်နှာ ကို အတတ်နိုင်ဆုံး မ ထိ ပါ နဲ့,idx_new_health_143
ချောင်းဆိုး နှာချေ တဲ့ အခါ နှာခေါင်း နဲ့ ပါးစပ် ကို လုံ အောင် အုပ် ထား ပါ,idx_new_health_144
ချွတ် ပြီး ပြီး ချင်း လက်ဆေး ပါ,idx_new_health_145
ငါ့ ကို တော့ မ ကူး နိုင် ဘူး ကူး ခဲ့ ရင် တောင် ရိုးရိုး တုပ်ကွေး လောက် ပဲ ခံ ရ မှာ လို့ ထင် ခဲ့ ပါ တယ်,idx_new_health_146
ဆပ်ပြာ နဲ့ ရေ အလွယ်တကူ မ ရ နိုင် ရင် အရက် ပြန် ပါဝင် တဲ့ လက်သန့် ဆေးရည် ကို အသုံးပြု ပါ,idx_new_health_147
ဆပ်ပြာ နဲ့ လက် ကို စက္ကန့် နှစ်ဆယ် ကြာ ဆေး ပါ,idx_new_health_148
ဆရာဝန် သွား ပြ ရင် ချောင်းခြောက် လား ချောင်းစို လား ဆို ပြီး မေး တာ ကြား ဖူး မှာ ပေါ့,idx_new_health_149
ဆေး တယ် ဆို တဲ့ နေရာ မှာ လည်း လက် ကို ရေ နဲ့ ဆပ်ပြာ သုံး ပြီး ဖြစ် ဖြစ် လက်သန့်ဆေးရည် နဲ့ ဖြစ် ဖြစ် ဆေး နိုင် ပါ တယ်,idx_new_health_150
ဆေးရည် တွေ နဲ့ ပွတ်တိုက် ပြီး ရင် ပြန် မ သုတ် ပါ နဲ့,idx_new_health_151
ဆေးလိပ် သောက် တာ ရှောင် ပါ,idx_new_health_152
ဆေးလိပ် သောက် သူ တွေ မှာ ကိုရိုနာ နှင့် အခြား အသက်ရှူ လမ်းကြောင်း ရောဂါ တွေ ဖြစ်နိုင်ချေ နှင့် ရောဂါ ကြောင့် သေဆုံး နိုင်ခြေ ပို များ ပါ တယ်,idx_new_health_153
ဇင့် ဓာတ် ကြွယ်ဝ သော အစားအစာ များ ဖြစ် တဲ့ ပဲ သစ်ကြားစေ့ သစ် အယ် စေ့သီ ဟိုစေ့ ပဲ အမျိုးမျိုး နဲ့ ဖရုံစေ့ များ ကို စားသုံး ပါ,idx_new_health_154
တကယ် လို့ ရေ နဲ့ ဆပ်ပြာ မ ရ တဲ့ နေရာ မှာ ဆို ရင် တော့ လက်သန့် ဆေးရည် သုံး ရ တော့ မှာ ပေါ့,idx_new_health_155
တချို့ နေရာ တွေ မှာ ကြေးချွတ် ဆေးရည် ကို ရေ နဲ့ ရော ပြီး အသုံးပြု လို့ ရ ပါ တယ်,idx_new_health_156
တခြား လူ တွေ နဲ့ တတ် နိုင် သမျှ မ ထိ တွေ့ ပါ နဲ့,idx_new_health_157
တခြား လူ တွေ နဲ့ အတူ ရှိ နေ ရင် မက်စ် တပ် ထား ပါ,idx_new_health_158
တစ်ကိုယ်ရည် သန့်ရှင်းရေး ကို ဂရုစိုက် ပါ,idx_new_health_159
တစ်ယောက် နဲ့ တစ်ယောက် ခပ် ခွာခွာ နေ ပါ,idx_new_health_160
တစ်သျှူး ဒါမှမဟုတ် တံတောင် ကွေး နဲ့ အုပ် ပါ,idx_new_health_161
တံခါး လက်ကိုင် တွေ ထိုင်ခုံ မီးဖိုချောင် အိမ်သာရေ ဘုံဘိုင်မီး ခလုတ် ဖုန်း ကွန်ပျူတာ အရုပ် စတာ တွေ ကို သန့်ရှင်းရေး လုပ် ပါ,idx_new_health_162
တံခါး လက်ကိုင် မီးခလုတ် ဖုန်း စားပွဲ ကွန်ပျူတာ စတာ တွေ ကို ပိုးသတ် ပါ,idx_new_health_163
ထိ တွေ့ ကိုင်တွယ် မှု များ တဲ့ မျက်နှာပြင် တွေ ပစ္စည်း တွေ ကို ဆေးကြော သန့်စင် ပါ,idx_new_health_164
ထို မက်စ် ငါး ခု ကို တစ် လ သာ အများဆုံး သုံး ပြီးနောက် တစ် လ တွင် အသစ် ငါး ခု ကို ထပ် အသုံးပြု ပါ,idx_new_health_165
ထို့ အတူ ကာကွယ်ဆေး ထိုး ထား တဲ့ နိုင်ငံ များ လေ လေ ဗိုင်းရပ်စ် ပြန့်ပွားမှု ကို တားဆီး နိုင် လေ ဖြစ် ပါ တယ်,idx_new_health_166
ထို့ကြောင့် ကမ္ဘာ့ ကျန်းမာရေး အဖွဲ့ နှင့် အခြား အဖွဲ့အစည်း တွေ အားလုံး က တစ် ကမ္ဘာ လုံး ကာကွယ်ဆေး ထိုးနှံ နိုင် ရေး ကို ကြိုးပမ်း နေ ကြ တာ ပဲ ဖြစ် ပါ တယ်,idx_new_health_167
ဒါ ကြောင့် မိဘ တွေ ကလေးထိန်း သူ တွေ အနေနဲ့ မ ကြာ ခဏ လက်ဆေး ပါ,idx_new_health_168
ဒါ ကြောင့် လက် မကြာ မကြာ ဆေး ပေး ခြင်း က ရောဂါ ဘယ တွေ ဖြစ်ပွား နှုန်း ကို တစ်ဝက် လောက် အထိ လျှော့ချ ပေး တယ်,idx_new_health_169
ဒါ ကြောင့် အသက်ကြီး သူ တွေ မှာ ဒီ ကိုရိုနာ ဗိုင်းရပ်စ် အပါအဝင် အခြား ကူးစက် ရောဂါ တွေ ကို သေသေချာချာ ကာကွယ် ဖို့ လို ပါ တယ်,idx_new_health_170
ဒါပေမဲ့ လက်ဆေး တာ က ဒီ လောက် နဲ့ မ လုံလောက် သေး ပါ ဘူး,idx_new_health_171
ဒါပေမဲ့ လည်း အအေးမိ ခြင်း ချွဲ ထ ခြင်း လည်ချောင်း ခြောက်သွေ့ ခြင်း နှင့် အခြား အသက်ရှူ လမ်းကြောင်း ပြဿနာ တွေ ကြောင့် လည်း ဖြစ်ပေါ် နိုင် ပါ တယ်,idx_new_health_172
ဒါမှမဟုတ် အရက်ပြန် ခြောက်ဆယ် ပါ တဲ့ လက်ဆေးရည် နဲ့ ဆေးကြော ပါ,idx_new_health_173
ဒါဟာ ရောဂါ တစ်မျိုး မျိုး ရှိထား နှင့် ပြီးသား ကလေး တွေ ကို ပို ဂရုစိုက် သင့် ကြောင်း ပြ လိုက် တာ ပါ ပဲ,idx_new_health_174
ဒါ့ကြောင့် ကာကွယ်ဆေး ထိုး ပြီး ရင် တောင် နှာခေါင်းစည်း တပ် ဖို့ လိုအပ် ပါ တယ်,idx_new_health_175
ဒါ့ကြောင့် ဖုန်း သုံး ပြီး တိုင်းလက်ဆေး ပါ,idx_new_health_176
ဒီ ကာကွယ်ဆေး တွေ ရဲ့ ကာကွယ် နိုင် မယ့် ကြာ ချိန် ဟာ ဒီ ကပ်ရောဂါ ကြီး အရမ်း မ ဆိုးရွား အောင် တားဆီး တဲ့ နေရာ မှာ အထူး အရေးပါ ပါ တယ်,idx_new_health_177
ဒီ ခုနှစ် ရက် လုံး ကို လည်း အိမ် မှာ သီးခြား နေ နေ ခဲ့ ပါ တယ်,idx_new_health_178
ဒီ စားပွဲ ကို ပဲ နောက် တစ်ယောက် က ကိုင် မိ တယ် ဆို ရင် ရောဂါ ပိုး ကူးစက် သွား နိုင် ပါ တယ်,idx_new_health_179
ဒီ တော့ ကလေး တွေ မှာ ချောင်းဆိုး နေ တာ စိုးရိမ် ရ မှာ လား ချောင်းဆိုး တာ တစ်ခု တည်း က စိုးရိမ် စရာ မ ဟုတ် ပါ ဘူး,idx_new_health_180
ဒီ အချိန် မှာ ကိုရိုနာ ဗိုင်းရပ်စ် ထက် ဆိုး တာ က တော့ အကြောက်လွန် တာ ပါ ပဲ,idx_new_health_181
ဓာတ်ဆား ရည် သောက် ပါ,idx_new_health_182
ဓာတ်ဆား ရည် သောက် သုံး ပါ,idx_new_health_183
နို့ညှစ် ကိရိယာ တွေ နို့ ဘူး တွေ ကို မ ကိုင်တွယ် ခင် လက်ဆေး ပါ,idx_new_health_184
နို့တိုက် နေ စဉ် နှာခေါင်းစည်း တပ် ပါ,idx_new_health_185
နို့တိုက် မ နေ တဲ့ အချိန် မှာ ကလေး နဲ့ ခြောက် ပေ အကွာ မှာ နေ ပါ,idx_new_health_186
နေမကောင်း သူ တွေ နဲ့ အနီးကပ် ထိ တွေ့ ဆက်ဆံ တာ ကို ရှောင် ပါ,idx_new_health_187
နေရောင်ခြည် ဟာ ဗိုင်းရပ်စ် ရဲ့ ကြီးထွား နိုင်စွမ်း ကို တစ်ဝက် ခန့် ဖြတ်တောက် နိုင် ပါ တယ်,idx_new_health_188
နောက် တစ်နည်း ဆို ရ ရင် ကာကွယ်ဆေး ထိုး ထား တဲ့ သူ ကိုယ်ခံအား ရှိ သူ များ လေ ရောဂါ ကူးစက်မှု နည်း လေ လေ ပါ ပဲ,idx_new_health_189
နှစ်ထောင့်ဆယ့်သုံး မှာ ပြုလုပ် ခဲ့ တဲ့ လေ့လာမှု တစ်ခု အရ အဝတ် မက်စ် တွေ ဟာ နောက်ဆုံး လက်နက် ပါ တဲ့,idx_new_health_190
နှာခေါင်း ထဲ ကို အစက်ချ တဲ့ ဆလိုင်း ပုလင်း ငယ် လေး တွေ က နေ အစက်ချ ပြီး နှာခေါင်း ကို သန့်စင် အောင် ပွင့် အောင် လုပ် လို့ ရ ပါ တယ်,idx_new_health_191
နှာခေါင်း ပါးစပ် ကို ဖုံးအုပ် ထား ပါ နှာချေ ချောင်းဆိုး တိုင်း တစ်သျှူး နဲ့ အုပ် ပါ,idx_new_health_192
နှာခေါင်းစည်း ကို ချွတ် ရင် မျက်နှာ ကို လက် နဲ့ မ ထိ ပါ နဲ့,idx_new_health_193
နှာခေါင်းစည်း ကို လည်း သေချာ စွန့်ပစ် ပါ,idx_new_health_194
နှာခေါင်းစည်း တပ် ပါ,idx_new_health_195
နှာခေါင်းစည်း တပ် ဖို့ မ မေ့ ပါ နဲ့,idx_new_health_196
နှာခေါင်းစီး မက်စ် တပ်တာ က သာမန် အတိုင်း ကြည့် မယ် ဆို ရောဂါ ကို ကာကွယ် နိုင် တဲ့ နည်းလမ်း လို့ ထင် ရ ပါ တယ်,idx_new_health_197
နှာချေ ချောင်း ဆိုး တဲ့ အခါ လက် နဲ့ မ အုပ် ပါ နဲ့,idx_new_health_198
နှာချေ ချောင်းဆိုး ရင် တစ်သျှူး နဲ့ အုပ် ပြီး သေချာ စွန့်ပစ် ပါ,idx_new_health_199
နှာချေ ချောင်းဆိုး ရင် တစ်သျှူး နဲ့ အုပ် ပြီး အဖုံး ပါ တဲ့ အမှိုက်ခြင်း ထဲ ထည့် ပါ,idx_new_health_200
ပထမဆုံး ရေ ဆပ်ပြာ နဲ့ အရင် ဆေး ပါ,idx_new_health_201
ပထမဆုံး အနေနဲ့ တစ်ကိုယ်ရည် သန့်ရှင်းရေး ကို ဂရုစိုက် ရ ပါ မယ်,idx_new_health_202
ပိုးမွှား တွေ ရှိ နေ တတ် တဲ့ နေရာ တွေ ကို အဓိက ပိုးသတ် ပေး ရင် ရ ပါ တယ်,idx_new_health_203
ပိုးသတ် ပါ,idx_new_health_204
ပျံ့နှံ အောင် အနည်းဆုံး စက္ကန့် နှစ်ဆယ် လောက် ပွတ် ပါ,idx_new_health_205
ပြီး တာ နဲ့ အမှိုက်ပုံး ထဲ ပစ် ပါ,idx_new_health_206
ပြီး ရင် အယ်လ်ကိုဟော ခုနှစ်ဆယ် ပါ တဲ့ သန့်စင် ဆေးရည် ကို အသုံးပြု ပါ,idx_new_health_207
ဗီတာမင် စီ ကြွယ်ဝ တဲ့ အစားအသောက် တွေ ဥပမာ ကီဝီ စတော်ဘယ်ရီ လိမ္မော်သီး သင်္ဘောသီး ကိုက်လန် ခရမ်းချဉ်သီး ကို နေ့စဉ် ထည့်သွင်း စားသောက် ပါ,idx_new_health_208
ဗီတာမင် စီ ကြွယ်ဝ တဲ့ အားဆေး မျိုး ကို လည်း နေ့စဉ် မှီဝဲ လို့ ရ ပါ တယ်,idx_new_health_209
ဗီတာမင် စီ ကြွယ်ဝ သော အစားအသောက် များ ကို နေ့စဉ် စားသောက် ပါ,idx_new_health_210
ဗီတာမင် ဒီ ရရှိ စေ ဖို့ ခြံ ထဲ ဆင်း ပြီး နေရောင်ခြည် နဲ့ ထိတွေ့ တာ မျိုး ပြုလုပ် ပါ,idx_new_health_211
မ သန်ရှင်း တဲ့ လက် နဲ့ မျက်လုံး နှာခေါင်း ပါးစပ် တို့ ကို ကိုယ်တွယ် ခြင်း မ ပြုလုပ် ပါ နဲ့,idx_new_health_212
မက်စ် က သာ အခု ချိန် ထိ အကောင်းဆုံး ကာကွယ်ဆေး တစ်ခု ပါ ပဲ,idx_new_health_213
မက်စ် တပ် ပါ အပြင် ထွက် တိုင်း မက်စ် တပ် ဖို့ လို ပါ တယ်,idx_new_health_214
မက်စ် တပ်တာ က အကောင်းဆုံး ကာကွယ် နည်း တစ် ခု ဖြစ် ပြီး မှန်မှန်ကန်ကန် အသုံးပြု ရင် အသက်ရှူ လမ်းကြောင်း ရောဂါ ကူးစက်နှုန်း ကို ခုနှစ်ဆယ် အထိ လျှော့ချ ပေး နိုင် ပါ တယ်,idx_new_health_215
မကြာခဏ လက်ဆေး ပါ,idx_new_health_216
မနက် အစော ကြီး တွေ အားကစား လုပ် တဲ့ အခါ တွေ မှာ လည်း ဆိုး တတ် ပါ တယ်,idx_new_health_217
မိခင် နို့ ဆက် တိုက် ကျွေး ပါ,idx_new_health_218
မျက်နှာ ကို လက် နဲ့ မ ထိ ပါ နဲ့,idx_new_health_219
မျက်နှာ နဲ့ နှာခေါင်း တစ်ဝိုက် ကို ပွတ်သပ် ခြင်း သင့် ကို ဗိုင်းရပ်စ်ကူးစက် အောင် အလုပ်နိုင်ဆုံး လူ က သင် ကိုယ်တိုင် ပဲ ဖြစ် ပါ တယ်,idx_new_health_220
မျက်နှာ မျက်စိ နှာခေါင်း ပါးစပ် တွေ ကို လက် နဲ့ မ ကိုင် ပါ နဲ့,idx_new_health_221
မှား သော အယူအဆ အယ်ကိုဟော ပါ သော အရည် တွေ ကို သောက် ခြင်းဖြင့် ကိုယ်ခံ အားကောင်း စေ တယ်,idx_new_health_222
ရေ နဲ့ အရည် များများ သောက် ပါ,idx_new_health_223
ရောဂါ ကူးစက် နိုင်ခြေ နည်း အောင် ဖျားနာ နေ သူ တွေ နဲ့ နီးနီးကပ်ကပ် မ ထိ တွေ့ ဘဲ အနည်းဆုံး ခြောက် ပေ အကွာ မှာ နေ ပါ,idx_new_health_224
ရောဂါ ထိန်းချုပ်ရေး ဗဟိုက လက် ကို အနည်းဆုံး စက္ကန့် နှစ်ဆယ် ကြာ ဆေးကြော ပေး သင့် တယ် လို့ ဆို ကြ တယ်,idx_new_health_225
လက် ကို စင်ကြယ် စွာ မကြာခဏ ဆေးကြော ခြင်း ဟာ လည်း ကူးစက် ရောဂါ အများစု မှ ကာကွယ် ပေး နိုင် ပါ တယ်,idx_new_health_226
လက် ကို သေချာ ဆေး ပါ,idx_new_health_227
လက် တစ်ခု လုံး အတွက် လုံလောက် တဲ့ ပမာဏ ကို ယူ ပါ,idx_new_health_228
လက်ကိုင်ပုဝါ များ လက်သုတ်ပဝါ များ ကို လည်း မကြာခဏ လျှော် ဖွပ် ပေး သင့် ပါ တယ်,idx_new_health_229
လက်ကောက်ဝတ် မှာ အဆုံးသတ် ပါ,idx_new_health_230
လက်ဆေး ခြင်း ဟာ ကိုရိုနာ ဗိုင်းရပ်စ် ကူးစက်မှု ကို ကာကွယ် ဖို့ အရေးအကြီးဆုံး အဓိက အကျဆုံး အခြေခံ အချက် ဖြစ် ပါ တယ်,idx_new_health_231
လက်ဆေး တဲ့ နေရာ မှာ ရောဂါ ပိုးမွှား အားလုံး ကို သေ စေ နိုင် တဲ့ လက်ဆေး နည်း က တော့ ရေ ရယ် ဆပ်ပြာ ရယ် နဲ့ ဆေး တာ ပဲ ဖြစ် ပါ တယ်,idx_new_health_232
လက်ဆေး တဲ့ အခါ မှာ လည်း ဆပ်ပြာ နဲ့ ရေ အသုံးပြု ပြီး စက္ကန့် နှစ်ဆယ် ကြာ အောင် ဆေး ပါ,idx_new_health_233
လက်ဆေး တဲ့ အခါ မှာ လည်း လက်ဖဝါး လက်ဖမိုး လက်ခေါက်ချိုး လက်ကြား လက်မ မ ကျန် ရ ကုတ် ၍ ခြစ် ပါ လက္ခဏာ,idx_new_health_234
လက်ဆေး တဲ့ အခါ ရေ နဲ့ ဆပ်ပြာ ကို အသုံးပြု ပြီး စက္ကန့် နှစ်ဆယ် ခန့် ကြာ အောင် စနစ်တကျ ဆေး ရ မှာ ဖြစ် ပါ တယ်,idx_new_health_235
လက်ဆေး ပါ,idx_new_health_236
လက်ဆေး ဖို့ မ လွယ်ကူ ပါ က ဟန်းဂျယ်လ် ကို အသုံးပြု ပါ,idx_new_health_237
လက်ဆေး ဖို့ အဆင်မပြေ ပါ က အယ်လ်ကိုဟော ခြောက် ရာခိုင်နှုန်း အနည်းဆုံး ပါ သော လက်သန့်ဆေး ကို အသုံးပြု ပါ,idx_new_health_238
လက်ဆေး ရာ တွင် ရေ နှင့် ဆပ်ပြာ ကို သုံး ပြီး စက္ကန့် နှစ်ဆယ် ကြာ အောင် ဆေးကြော ပါ,idx_new_health_239
လက်ရှိ ကာလ မှာ ကိုရိုနာ ဗိုင်းရပ်စ် ဟာ ဆို ရင် တစ် ကမ္ဘာ လုံး ကို ခြိမ်းခြောက် လျက် ရှိ နေ တာ ဖြစ် ပါ တယ်,idx_new_health_240
လက်သန့် ဆေးရည် ကို အနည်းဆုံး အယ်လ်ကိုဟော ခြောက်ဆယ် ပါ တာ အသုံးပြု ပါ,idx_new_health_241
လက်သန့် ဆေးရည် ဟာ အနည်းဆုံး အယ်လ်ကိုဟော ခြောက်ဆယ် ပါ တာ က မှ အာနိသင် ရှိ မှာ ပါ,idx_new_health_242
လက်သန့် ဆေးရည်ဘူး များ ကို လည်း ဆောင် သွား ခြင်း နှာခေါင်းစည်း မက်စ် တပ် ခြင်း တို့ ပြုလုပ် ပါ,idx_new_health_243
လတ်တလော အထိ တော့ အစားအစာ က နေ ကိုရိုနာ ဗိုင်းရပ်စ် ပိုးကူး နိုင် တယ် ဆို တဲ့ အထောက်အထား မ တွေ့ ရှိ ရ သေး ပါ ဘူး,idx_new_health_244
လမ်း ပေါ် မ ထွက် ခင် အာဟာရ ပြည့်ဝ အောင် စား ခြင်း အိပ်ရေး ၀၀ အိပ်စက် ခြင်း တို့ ဖြင့် အားပြည့် နေ အောင် ကြိုတင် ပြင်ဆင် ထား သင့် ပါ တယ်,idx_new_health_245
လိုက်နာ ရ မှာ တွေ ရှိ သလို မက်စ် ကို လည်း တပ်မြဲ တိုင်း တပ် ထား ရ မှာ ဖြစ် ပါ တယ်,idx_new_health_246
လိုအပ် တဲ့ ဆေးဝါး တွေ ကို လည်း ကျန်းမာရေး နဲ့ ကုသရေး ဌာန က လိုအပ် သလို ထောက်ပံ့ ပေး လျက် ရှိ ပါ တယ်,idx_new_health_247
လူ တိုင်း ကာကွယ်ဆေး ထိုး ထား ရင် ရောဂါ ဖြစ် သူ တွေ မ ရှိ သလောက် ရှား သွား နိုင် တာ မို့ လို့ ရောဂါ ကူးစက် မှု ကို ရပ်တန့် သွား စေ တယ်,idx_new_health_248
လူ တိုင်း နီးပါး က တော့ အစားအသောက် မ စား ခင် အိမ်သာ တက် အပြီး နဲ့ ညစ်ပေ တဲ့ အရာ တွေ ကိုင် ပြီး ရင် တော့ လက်ဆေး တတ် ကြ ပါ တယ်,idx_new_health_249
လူ များ နှင့် နီးကပ် စွာ ပြောဆို ဆက်ဆံ ခြင်း ကို တတ် နိုင် သမျှ ရှောင် ပါ,idx_new_health_250
လူ အများ ထိ တွေ့ ကိုင်တွယ် နိုင် တဲ့ အရာ တစ်ခုခု ကို ကိုင်တွယ် ပြီး တိုင်း လက် ကို သေချာ စနစ်တကျ ဆေးရ မှာ ဖြစ် ပါ တယ်,idx_new_health_251
လူ အများ နဲ့ ခြောက် ပေ အကွာ မှာ နေ ပါ,idx_new_health_252
လူစုလူဝေး နှင့် ပြုလုပ် ရ သော လှုပ်ရှားမှု များ ကို ရှောင်ကြဉ် ပါ,idx_new_health_253
လူစုလူဝေး ရှောင် ပါ,idx_new_health_254
လူနာ ဆီ က ကိုရိုနာ ဗိုင်းရပ်စ်ပိုး တွေ ဟာ လေး မီတာ အထိ ပျံ့နှံ့ ရောက် ရှိ နိုင်,idx_new_health_255
လူမျိုး ဘာသာ မ ရွေး အသက်အရွယ် မ ရွေး ကို ခြောက်လှန့် လျက် ရှိ ပါ တယ်,idx_new_health_256
လေဝင် လေထွက် မ ကောင်း တဲ့ နေရာ တွေ မှာ မ နေ ပါ နဲ့,idx_new_health_257
လေ့လာမှု တွေ အရ ပျောက်ကင်း ဖို့ အချိန် ကြာ တတ် တဲ့ ရောဂါ လက္ခဏာ ငါး မျိုး အကြောင်း ကို ပြော ပေး သွား ပါ မယ် နော်,idx_new_health_258
လျှပ်စစ် ပစ္စည်း တွေ ကို တော့ ပိုးသတ်ဆေး ပါ ပြီး သား အဝတ် တွေ ကို အသုံးပြု ပြီး သန့်စင် ပါ,idx_new_health_259
သင် နေမကောင်း ဖြစ် ရင် တတ် နိုင် သမျှ အိမ် မှာ နေ ပါ,idx_new_health_260
